2025-04-11 09:05:37,558 - Server - INFO - Model global diinisialisasi
2025-04-11 09:05:37,558 - Server - INFO - Menunggu 2 klien...
2025-04-11 09:05:37,559 - Server - INFO - Server mendengarkan di 127.0.0.1:65432
2025-04-11 09:05:40,654 - Server - INFO - Terhubung oleh ('127.0.0.1', 52648)
2025-04-11 09:05:40,654 - Server - INFO - Klien 1/2 terhubung
2025-04-11 09:05:40,858 - Server - INFO - Model global awal dikirim ke klien 1
2025-04-11 09:05:43,788 - Server - INFO - Terhubung oleh ('127.0.0.1', 52649)
2025-04-11 09:05:43,788 - Server - INFO - Klien 2/2 terhubung
2025-04-11 09:05:43,788 - Server - INFO - Menunggu semua thread klien selesai...
2025-04-11 09:05:44,011 - Server - INFO - Model global awal dikirim ke klien 2
2025-04-11 09:08:58,785 - Server - INFO - Bersiap menerima 29600262 bytes dari klien 1
2025-04-11 09:08:58,789 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 29534726 bytes
2025-04-11 09:08:58,790 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 29469190 bytes
2025-04-11 09:08:58,790 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 29403654 bytes
2025-04-11 09:08:58,790 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 29338118 bytes
2025-04-11 09:08:58,790 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 29272582 bytes
2025-04-11 09:08:58,791 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 29207046 bytes
2025-04-11 09:08:58,791 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 29141510 bytes
2025-04-11 09:08:58,791 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 29075974 bytes
2025-04-11 09:08:58,792 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 29010438 bytes
2025-04-11 09:08:58,792 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 28944902 bytes
2025-04-11 09:08:58,793 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 28879366 bytes
2025-04-11 09:08:58,793 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 28813830 bytes
2025-04-11 09:08:58,793 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 28748294 bytes
2025-04-11 09:08:58,793 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 28682758 bytes
2025-04-11 09:08:58,794 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 28617222 bytes
2025-04-11 09:08:58,794 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 28551686 bytes
2025-04-11 09:08:58,795 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 28486150 bytes
2025-04-11 09:08:58,795 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 28420614 bytes
2025-04-11 09:08:58,796 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 28355078 bytes
2025-04-11 09:08:58,796 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 28289542 bytes
2025-04-11 09:08:58,797 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 28224006 bytes
2025-04-11 09:08:58,797 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 28158470 bytes
2025-04-11 09:08:58,798 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 28092934 bytes
2025-04-11 09:08:58,799 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 28027398 bytes
2025-04-11 09:08:58,799 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 27961862 bytes
2025-04-11 09:08:58,800 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 27896326 bytes
2025-04-11 09:08:58,802 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 27830790 bytes
2025-04-11 09:08:58,802 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 27765254 bytes
2025-04-11 09:08:58,803 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 27699718 bytes
2025-04-11 09:08:58,804 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 27634182 bytes
2025-04-11 09:08:58,805 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 27568646 bytes
2025-04-11 09:08:58,806 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 27503110 bytes
2025-04-11 09:08:58,807 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 27437574 bytes
2025-04-11 09:08:58,807 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 27372038 bytes
2025-04-11 09:08:58,808 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 27306502 bytes
2025-04-11 09:08:58,809 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 27240966 bytes
2025-04-11 09:08:58,810 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 27175430 bytes
2025-04-11 09:08:58,811 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 27109894 bytes
2025-04-11 09:08:58,812 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 27044358 bytes
2025-04-11 09:08:58,814 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 26978822 bytes
2025-04-11 09:08:58,820 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 26913286 bytes
2025-04-11 09:08:58,824 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 26847750 bytes
2025-04-11 09:08:58,827 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 26782214 bytes
2025-04-11 09:08:58,828 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 26716678 bytes
2025-04-11 09:08:58,829 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 26651142 bytes
2025-04-11 09:08:58,830 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 26585606 bytes
2025-04-11 09:08:58,832 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 26520070 bytes
2025-04-11 09:08:58,833 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 26454534 bytes
2025-04-11 09:08:58,834 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 26388998 bytes
2025-04-11 09:08:58,835 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 26323462 bytes
2025-04-11 09:08:58,837 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 26257926 bytes
2025-04-11 09:08:58,838 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 26192390 bytes
2025-04-11 09:08:58,839 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 26126854 bytes
2025-04-11 09:08:58,840 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 26061318 bytes
2025-04-11 09:08:58,841 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 25995782 bytes
2025-04-11 09:08:58,842 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 25930246 bytes
2025-04-11 09:08:58,844 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 25864710 bytes
2025-04-11 09:08:58,845 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 25799174 bytes
2025-04-11 09:08:58,846 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 25733638 bytes
2025-04-11 09:08:58,848 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 25668102 bytes
2025-04-11 09:08:58,849 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 25602566 bytes
2025-04-11 09:08:58,851 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 25537030 bytes
2025-04-11 09:08:58,853 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 25471494 bytes
2025-04-11 09:08:58,855 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 25405958 bytes
2025-04-11 09:08:58,856 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 25340422 bytes
2025-04-11 09:08:58,858 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 25274886 bytes
2025-04-11 09:08:58,859 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 25209350 bytes
2025-04-11 09:08:58,861 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 25143814 bytes
2025-04-11 09:08:58,863 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 25078278 bytes
2025-04-11 09:08:58,865 - Server - INFO - Menerima chunk: 65536 bytes, sisa: 25012742 bytes
